2X2853Y1067,2853,1067,2,45 Francis
2X2177Y902,2177,0902,2,45 Francis
2X2279Y827,2279,0827,2,45 Francis
2X2554Y783,2554,0783,2,45 Francis
2X2945Y840,2945,0840,2,45 Francis
2X3217Y886,3217,0886,2,45 Francis
2X2811Y1165,2811,1165,2,45 Francis
2X2554Y1316,2554,1316,2,45 Francis
2X2190Y1280,2190,1280,2,45 Francis
2X2238Y932,2238,0932,2,45 Francis
2X2782Y1280,2782,1280,2,45 Francis
2X2166Y1028,2166,1028,2,45 Francis
2X2246Y1028,2246,1028,2,45 Francis
2X2260Y786,2260,0786,2,45 Francis
2X2279Y762,2279,0762,2,45 Francis
2X2322Y641,2322,0641,2,45 Francis
2X2678Y1067,2678,1067,2,45 Francis
2X2761Y1067,2761,1067,2,45 Francis
2X2782Y1067,2782,1067,2,45 Francis
2X3063Y963,3063,0963,2,45 Francis
L1X2255Y849,2255,0849,L1,45 Francis
L1X2665Y1043,2665,1043,L1,45 Francis
L1X2445Y1245,2445,1245,L1,45 Francis
L1X1980Y844,1980,0844,L1,Tower
L1X1845Y844,1845,0844,L1,Tower
L1X2310Y1043,2310,1043,L1,45 Francis
L1X1732Y924,1732,0924,L1,Tower
L2X2360Y854,2360,0854,L2,45 Francis
L1X2445Y1043,2445,1043,L1,45 Francis
L2X2270Y904,2270,0904,L2,45 Francis
L1X2445Y1284,2445,1284,L1,45 Francis
L2X2215Y904,2215,0904,L2,45 Francis
L1X2770Y1070,2770,1070,L1,45 Francis
L2X2130Y904,2130,0904,L2,45 Francis
L2X1745Y1280,1745,1280,L2,Tower
L1X2130Y1284,2130,1284,L1,Tower
L2X1745Y1009,1745,1009,L2,Tower
L1X2130Y1045,2130,1045,L1,Tower
L2X1730Y1009,1730,1009,L2,Tower
L1X2215Y1045,2215,1045,L1,45 Francis
L2X1730Y924,1730,0924,L2,Tower
L1X2220Y904,2220,0904,L1,45 Francis
1X1748Y1321,1748,1321,1,Tower
1X1700Y1280,1700,1280,1,Tower
1X1700Y1226,1700,1226,1,Tower
1X1645Y1280,1645,1280,1,Tower
1X1645Y1246,1645,1246,1,Tower
